,Bill,annual_bill_number,year,url
4016,Freedom of Movement (Common Travel Area) (Travel Documentation) Bill 2014,50,2014,https://www.oireachtas.ie/en/bills/bill/2014/50/
4017,Parliamentary Scrutiny of Appointments (European Commission) Bill 2014,49,2014,https://www.oireachtas.ie/en/bills/bill/2014/49/
4018,Public Service Management (Transparency of Boards) Bill 2014,48,2014,https://www.oireachtas.ie/en/bills/bill/2014/48/
4019,Social Welfare and Pensions Act  2014,47,2014,https://www.oireachtas.ie/en/bills/bill/2014/47/
4020,Johnstown Castle Agricultural College (Amendment) Act  2014,46,2014,https://www.oireachtas.ie/en/bills/bill/2014/46/
4021,Garda Síochána (Amendment) (No. 2) Bill 2014,45,2014,https://www.oireachtas.ie/en/bills/bill/2014/45/
4022,National Treasury Management Agency (Amendment) Act  2014,44,2014,https://www.oireachtas.ie/en/bills/bill/2014/44/
4023,Domestic Violence (Amendment) Bill 2014,43,2014,https://www.oireachtas.ie/en/bills/bill/2014/43/
4024,Seanad Electoral (Panel Members) (Amendment) Bill 2014,42,2014,https://www.oireachtas.ie/en/bills/bill/2014/42/
4025,Criminal Law (Sexual Offences) (Amendment) Bill 2014,41,2014,https://www.oireachtas.ie/en/bills/bill/2014/41/
4026,Ombudsman for Children (Amendment) Bill 2014,40,2014,https://www.oireachtas.ie/en/bills/bill/2014/40/
4027,Housing (Miscellaneous Provisions) Act  2014,39,2014,https://www.oireachtas.ie/en/bills/bill/2014/39/
4028,Electoral (Amendment) (No. 3) Bill 2014,38,2014,https://www.oireachtas.ie/en/bills/bill/2014/38/
4029,High Pay and Wealth Commission Bill 2014,37,2014,https://www.oireachtas.ie/en/bills/bill/2014/37/
4030,Employment Permits (Amendment) Act  2014,36,2014,https://www.oireachtas.ie/en/bills/bill/2014/36/
4031,State Airports (Shannon Group) Act  2014,35,2014,https://www.oireachtas.ie/en/bills/bill/2014/35/
4032,Health (General Practitioner Service) Act  2014,34,2014,https://www.oireachtas.ie/en/bills/bill/2014/34/
4033,Thirty-fourth Amendment of the Constitution (Inclusive Budget Reform) Bill 2014,33,2014,https://www.oireachtas.ie/en/bills/bill/2014/33/
4034,Ombudsman (Amendment) Bill 2014,32,2014,https://www.oireachtas.ie/en/bills/bill/2014/32/
4035,Proceeds of Crime (Amendment) Bill 2014,31,2014,https://www.oireachtas.ie/en/bills/bill/2014/31/
4036,Children First Act  2015,30,2014,https://www.oireachtas.ie/en/bills/bill/2014/30/
4037,Non-Fatal Offences Against the Person (Amendment) Bill 2014,29,2014,https://www.oireachtas.ie/en/bills/bill/2014/29/
4038,Electoral (Amendment) Act  2014,28,2014,https://www.oireachtas.ie/en/bills/bill/2014/28/
4039,Central Bank Act  2014,27,2014,https://www.oireachtas.ie/en/bills/bill/2014/27/
4040,Building Control (Carbon Monoxide Detection) Bill 2014,26,2014,https://www.oireachtas.ie/en/bills/bill/2014/26/
4041,Employment Equality (Abolition of Mandatory Retirement Age) Bill 2014,25,2014,https://www.oireachtas.ie/en/bills/bill/2014/25/
4042,Electoral (Amendment) Bill 2014,24,2014,https://www.oireachtas.ie/en/bills/bill/2014/24/
4043,Thirty-fourth Amendment of the Constitution (Voting Rights in Referenda) Bill 2014,23,2014,https://www.oireachtas.ie/en/bills/bill/2014/23/
4044,Higher Education and Research (Consolidation and Improvement) Bill 2014,22,2014,https://www.oireachtas.ie/en/bills/bill/2014/22/
4045,Competition and Consumer Protection Act  2014,21,2014,https://www.oireachtas.ie/en/bills/bill/2014/21/
4046,Irish Human Rights and Equality Commission Act  2014,20,2014,https://www.oireachtas.ie/en/bills/bill/2014/20/
4047,Wind Turbine Regulation Bill 2014,19,2014,https://www.oireachtas.ie/en/bills/bill/2014/19/
4048,Public Sector Standards Bill 2015,32,015/,https://www.oireachtas.ie/en/bills/bill/2015/132/
4049,Suicide Prevention Authority Bill 2015,31,015/,https://www.oireachtas.ie/en/bills/bill/2015/131/
4050,Prohibition of Hydraulic Fracturing Bill 2015,30,015/,https://www.oireachtas.ie/en/bills/bill/2015/130/
4051,Health (Pricing and Supply of Medical Goods) (Amendment) Bill 2015,29,015/,https://www.oireachtas.ie/en/bills/bill/2015/129/
4052,Industrial Relations (Blacklists) Bill 2015,28,015/,https://www.oireachtas.ie/en/bills/bill/2015/128/
4053,Planning and Development (Amendment) (No. 2) Bill 2015,27,015/,https://www.oireachtas.ie/en/bills/bill/2015/127/
4054,Access to Public Services and Banking other than by Electronic Means Bill 2015,26,015/,https://www.oireachtas.ie/en/bills/bill/2015/126/
4055,Dying with Dignity Bill 2015,25,015/,https://www.oireachtas.ie/en/bills/bill/2015/125/
4056,Copyright and Related Rights (Innovation) (Amendment) Bill 2015,24,015/,https://www.oireachtas.ie/en/bills/bill/2015/124/
4057,Land and Conveyancing Law Reform Bill 2015,23,015/,https://www.oireachtas.ie/en/bills/bill/2015/123/
4058,Residential Tenancies (Amendment) Bill 2015,22,015/,https://www.oireachtas.ie/en/bills/bill/2015/122/
4059,Technological Universities Act  2018,21,015/,https://www.oireachtas.ie/en/bills/bill/2015/121/
4060,Public Health (Alcohol) Act 2018,20,015/,https://www.oireachtas.ie/en/bills/bill/2015/120/
4061,Bankruptcy (Amendment) Act  2015,19,015/,https://www.oireachtas.ie/en/bills/bill/2015/119/
4062,Broadcasting (Amendment) Bill 2015,18,015/,https://www.oireachtas.ie/en/bills/bill/2015/118/
4063,Electoral (Amendment) (Registration of Political Parties and Groups) Bill 2015,17,015/,https://www.oireachtas.ie/en/bills/bill/2015/117/
4064,Appropriation Act  2015,16,015/,https://www.oireachtas.ie/en/bills/bill/2015/116/
4065,Equal Participation in Schools Bill 2015,15,015/,https://www.oireachtas.ie/en/bills/bill/2015/115/
4066,Equality in Education Bill 2015,14,015/,https://www.oireachtas.ie/en/bills/bill/2015/114/
4067,Houses of the Oireachtas Commission (Amendment) Act  2015,13,015/,https://www.oireachtas.ie/en/bills/bill/2015/113/
4068,Finance (Local Property Tax) (Amendment) Act  2015,12,015/,https://www.oireachtas.ie/en/bills/bill/2015/112/
4069,Courts Act  2015,11,015/,https://www.oireachtas.ie/en/bills/bill/2015/111/
4070,Prisons Act  2015,10,015/,https://www.oireachtas.ie/en/bills/bill/2015/110/
4071,Planning and Development (Amendment) Act  2015,09,015/,https://www.oireachtas.ie/en/bills/bill/2015/109/
4072,Rent Certainty and Prevention of Homelessness Bill Bill 2015,08,015/,https://www.oireachtas.ie/en/bills/bill/2015/108/
4073,Postal and Telecommunications Services (Amendment) Bill 2015,07,015/,https://www.oireachtas.ie/en/bills/bill/2015/107/
4074,Gradam an Uachtaráin Bill 2015,06,015/,https://www.oireachtas.ie/en/bills/bill/2015/106/
4075,Seanad Electoral (Amendment) Bill 2015,05,015/,https://www.oireachtas.ie/en/bills/bill/2015/105/
4076,Roads (Criminal Activity) (Amendment) Bill 2015,04,015/,https://www.oireachtas.ie/en/bills/bill/2015/104/
4077,Motor Vehicles (Duties and Licences) Act  2015,03,015/,https://www.oireachtas.ie/en/bills/bill/2015/103/
4078,International Protection Act  2015,02,015/,https://www.oireachtas.ie/en/bills/bill/2015/102/
4079,Vulnerable Persons Bill 2015,01,015/,https://www.oireachtas.ie/en/bills/bill/2015/101/
4080,Health Insurance (Amendment) Act  2015,00,015/,https://www.oireachtas.ie/en/bills/bill/2015/100/
4081,National Mortgage and Housing Corporation Bill 2015,99,2015,https://www.oireachtas.ie/en/bills/bill/2015/99/
4082,Social Welfare and Pensions Act  2015,98,2015,https://www.oireachtas.ie/en/bills/bill/2015/98/
4083,Education (Amendment) Bill 2015,97,2015,https://www.oireachtas.ie/en/bills/bill/2015/97/
4084,Electoral (Amendment) (Moriarty Tribunal) Bill 2015,96,2015,https://www.oireachtas.ie/en/bills/bill/2015/96/
4085,Finance Act  2015,95,2015,https://www.oireachtas.ie/en/bills/bill/2015/95/
4086,Child Care (Amendment) Act  2015,94,2015,https://www.oireachtas.ie/en/bills/bill/2015/94/
4087,Thirty-fifth Amendment of the Constitution (Fixed Period for the Duration of Dáil Éireann) Bill 2015,93,2015,https://www.oireachtas.ie/en/bills/bill/2015/93/
4088,National Tourism Development Authority (Amendment) Act  2016,92,2015,https://www.oireachtas.ie/en/bills/bill/2015/92/
4089,Financial Emergency Measures in the Public Interest Act  2015,91,2015,https://www.oireachtas.ie/en/bills/bill/2015/91/
4090,Sentencing Council Bill 2015,90,2015,https://www.oireachtas.ie/en/bills/bill/2015/90/
4091,Finance (Miscellaneous Provisions) Act  2015,89,2015,https://www.oireachtas.ie/en/bills/bill/2015/89/
4092,Planning and Development (Taking in Charge of Estates) Bill 2015,88,2015,https://www.oireachtas.ie/en/bills/bill/2015/88/
4093,Electoral (Amendment) Act  2015,87,2015,https://www.oireachtas.ie/en/bills/bill/2015/87/
4094,Ramming of Garda Vehicles Bill 2015,86,2015,https://www.oireachtas.ie/en/bills/bill/2015/86/
4095,1916 Quarter Development Bill 2015,85,2015,https://www.oireachtas.ie/en/bills/bill/2015/85/
4096,Referendum and Courts (Amendment) Bill 2015,84,2015,https://www.oireachtas.ie/en/bills/bill/2015/84/
4097,Horse Racing Ireland Act  2016,83,2015,https://www.oireachtas.ie/en/bills/bill/2015/83/
4098,Central Bank (Code of Conduct) Bill 2015,82,2015,https://www.oireachtas.ie/en/bills/bill/2015/82/
4099,Longer Healthy Living Bill 2015,81,2015,https://www.oireachtas.ie/en/bills/bill/2015/81/
4100,Criminal Justice (Knife Possession) Bill 2015,80,2015,https://www.oireachtas.ie/en/bills/bill/2015/80/
4101,Criminal Law (Sexual Offences) Act  2017,79,2015,https://www.oireachtas.ie/en/bills/bill/2015/79/
4102,Marriage Act  2015,78,2015,https://www.oireachtas.ie/en/bills/bill/2015/78/
4103,Credit Guarantee (Amendment) Act  2016,77,2015,https://www.oireachtas.ie/en/bills/bill/2015/77/
4104,Criminal Justice (Burglary of Dwellings) Act  2015,76,2015,https://www.oireachtas.ie/en/bills/bill/2015/76/
4105,Referendum (Amendment) Bill 2015,75,2015,https://www.oireachtas.ie/en/bills/bill/2015/75/
4106,Coroners (Amendment) Bill 2015,74,2015,https://www.oireachtas.ie/en/bills/bill/2015/74/
4107,Banded Hours Contract Bill 2015,73,2015,https://www.oireachtas.ie/en/bills/bill/2015/73/
4108,Child Care (Guardian Ad Litem) Bill 2015,72,2015,https://www.oireachtas.ie/en/bills/bill/2015/72/
4109,Finance (Tax Appeals) Act 2015,71,2015,https://www.oireachtas.ie/en/bills/bill/2015/71/
4110,Garda Síochána (Amendment) (No. 2) Bill 2015,70,2015,https://www.oireachtas.ie/en/bills/bill/2015/70/
4111,Minerals Development Act  2017,69,2015,https://www.oireachtas.ie/en/bills/bill/2015/69/
4112,Defence (Amendment) Act  2015,68,2015,https://www.oireachtas.ie/en/bills/bill/2015/68/
4113,Coroners Bill 2015,67,2015,https://www.oireachtas.ie/en/bills/bill/2015/67/
4114,Harbours Act  2015,66,2015,https://www.oireachtas.ie/en/bills/bill/2015/66/
4115,Civil Debt (Procedures) Act  2015,65,2015,https://www.oireachtas.ie/en/bills/bill/2015/65/
4116,Choice of Court (Hague Convention) Act  2015,64,2015,https://www.oireachtas.ie/en/bills/bill/2015/64/
4117,Education (Welfare) (Amendment) Bill 2015,63,2015,https://www.oireachtas.ie/en/bills/bill/2015/63/
4118,Public Transport Act  2016,62,2015,https://www.oireachtas.ie/en/bills/bill/2015/62/
4119,Parental Leave (Amendment) Bill 2015,61,2015,https://www.oireachtas.ie/en/bills/bill/2015/61/
4120,Management Fees (Local Property Tax) Relief Bill 2015,60,2015,https://www.oireachtas.ie/en/bills/bill/2015/60/
4121,Petroleum (Exploration and Extraction) Safety Act  2015,59,2015,https://www.oireachtas.ie/en/bills/bill/2015/59/
4122,Disability (Amendment) Bill 2015,58,2015,https://www.oireachtas.ie/en/bills/bill/2015/58/
4123,Curragh of Kildare Bill 2015,56,2015,https://www.oireachtas.ie/en/bills/bill/2015/56/
4124,Employment Equality (Amendment) Bill 2015,55,2015,https://www.oireachtas.ie/en/bills/bill/2015/55/
4125,Central Bank (Variable Rate Mortgages) Bill 2015,54,2015,https://www.oireachtas.ie/en/bills/bill/2015/54/
4126,Fiscal Responsibility (Amendment) Bill 2015,53,2015,https://www.oireachtas.ie/en/bills/bill/2015/53/
4127,National Cultural Institutions (National Concert Hall) Act  2015,52,2015,https://www.oireachtas.ie/en/bills/bill/2015/52/
4128,Urban Regeneration and Housing Act  2015,51,2015,https://www.oireachtas.ie/en/bills/bill/2015/51/
4129,Comptroller and Auditor General (Amendment) Bill 2015,50,2015,https://www.oireachtas.ie/en/bills/bill/2015/50/
4130,Central Bank (Mortgage Interest Rates) Bill 2015,49,2015,https://www.oireachtas.ie/en/bills/bill/2015/49/
4131,Central Bank (Emergency Powers) (Variable Interest Rates) Bill 2015,48,2015,https://www.oireachtas.ie/en/bills/bill/2015/48/
4132,Garda Síochána (Policing Authority and Miscellaneous Provisions) Act  2015,47,2015,https://www.oireachtas.ie/en/bills/bill/2015/47/
4133,Communications Regulation (Postal Services) (Amendment) Act 2015,46,2015,https://www.oireachtas.ie/en/bills/bill/2015/46/
4134,Dublin Docklands Development Authority (Dissolution) Act  2015,45,2015,https://www.oireachtas.ie/en/bills/bill/2015/45/
4135,Industrial Relations (Amendment) Act  2015,44,2015,https://www.oireachtas.ie/en/bills/bill/2015/44/
4136,Children (Amendment) Act  2015,43,2015,https://www.oireachtas.ie/en/bills/bill/2015/43/
4137,National Minimum Wage (Low Pay Commission) Act  2015,42,2015,https://www.oireachtas.ie/en/bills/bill/2015/42/
4138,Rural Equality Bill 2015,41,2015,https://www.oireachtas.ie/en/bills/bill/2015/41/
4139,Moore Street Area Renewal and Development Bill 2015,40,2015,https://www.oireachtas.ie/en/bills/bill/2015/40/
4140,Derelict Sites (Amendment) Bill 2015,39,2015,https://www.oireachtas.ie/en/bills/bill/2015/39/
4141,Electoral (Amendment) Bill 2015,38,2015,https://www.oireachtas.ie/en/bills/bill/2015/38/
4142,Harmful and Malicious Electronic Communications Bill 2015,37,2015,https://www.oireachtas.ie/en/bills/bill/2015/37/
4143,Public Electronic Communications Networks (Improper Use) Bill 2015,36,2015,https://www.oireachtas.ie/en/bills/bill/2015/36/
4144,Education (Admission to Schools) Bill 2015,35,2015,https://www.oireachtas.ie/en/bills/bill/2015/35/
4145,Office of Fiscal Prosecution Bill 2015,34,2015,https://www.oireachtas.ie/en/bills/bill/2015/34/
4146,Communications Regulation (Amendment) Bill 2015,33,2015,https://www.oireachtas.ie/en/bills/bill/2015/33/
4147,Universal Jurisdiction of Human Rights Bill 2015,32,2015,https://www.oireachtas.ie/en/bills/bill/2015/32/
4148,Criminal Justice (Victims of Crime) Act  2017,21,016/,https://www.oireachtas.ie/en/bills/bill/2016/121/
4149,Courts Act  2017,20,016/,https://www.oireachtas.ie/en/bills/bill/2016/120/
4150,Disability (Miscellaneous Provisions) Bill 2016,19,016/,https://www.oireachtas.ie/en/bills/bill/2016/119/
4151,Communications Regulation (Postal Services) (Amendment) Act  2017,18,016/,https://www.oireachtas.ie/en/bills/bill/2016/118/
4152,Residential Tenancies (Housing Emergency Measures in the Public Interest) (Amendment) Bill 2016,17,016/,https://www.oireachtas.ie/en/bills/bill/2016/117/
4153,Anti-Evictions Bill 2016,16,016/,https://www.oireachtas.ie/en/bills/bill/2016/116/
4154,Employment Equality (Amendment) Bill 2016,15,016/,https://www.oireachtas.ie/en/bills/bill/2016/115/
4155,Famine Memorial Day Bill 2016,14,016/,https://www.oireachtas.ie/en/bills/bill/2016/114/
4156,Mental Health (Amendment) Bill 2016,13,016/,https://www.oireachtas.ie/en/bills/bill/2016/113/
4157,Civil Law (Missing Persons) (No. 2) Bill 2016,12,016/,https://www.oireachtas.ie/en/bills/bill/2016/112/
4158,Hallmarking (Amendment) Act 2019,11,016/,https://www.oireachtas.ie/en/bills/bill/2016/111/
4159,Appropriation Act  2016,10,016/,https://www.oireachtas.ie/en/bills/bill/2016/110/
4160,Pensions (Equal Pension Treatment in Occupational Benefit Scheme) (Amendment) Bill 2016,09,016/,https://www.oireachtas.ie/en/bills/bill/2016/109/
4161,Criminal Justice Act  2017,08,016/,https://www.oireachtas.ie/en/bills/bill/2016/108/
4162,Employment Equality (Abolition of Mandatory Retirement Age) Bill 2016,07,016/,https://www.oireachtas.ie/en/bills/bill/2016/107/
4163,Convictions for Certain Sexual Offences (Apology and Exoneration) Bill 2016,06,016/,https://www.oireachtas.ie/en/bills/bill/2016/106/
4164,Public Bodies Review Agency Bill 2016,05,016/,https://www.oireachtas.ie/en/bills/bill/2016/105/
4165,Intoxicating Liquor (Breweries and Distilleries) Act 2018,04,016/,https://www.oireachtas.ie/en/bills/bill/2016/104/
4166,Fossil Fuel Divestment Act 2018,03,016/,https://www.oireachtas.ie/en/bills/bill/2016/103/
4167,Prohibition of Micro-Plastics Bill 2016,02,016/,https://www.oireachtas.ie/en/bills/bill/2016/102/
4168,Commissions of Investigation (Amendment) Bill 2016,01,016/,https://www.oireachtas.ie/en/bills/bill/2016/101/
4169,Adoption (Information and Tracing) Bill 2016,00,016/,https://www.oireachtas.ie/en/bills/bill/2016/100/
4170,Secure Rents and Tenancies Bill 2016,99,2016,https://www.oireachtas.ie/en/bills/bill/2016/99/
4171,Local Government (Mayor and Regional Authority of Dublin) Bill 2016,98,2016,https://www.oireachtas.ie/en/bills/bill/2016/98/
4172,Social and Affordable Housing Bill 2016,97,2016,https://www.oireachtas.ie/en/bills/bill/2016/97/
4173,Residential Institutions Statutory Fund (Amendment) Bill 2016,96,2016,https://www.oireachtas.ie/en/bills/bill/2016/96/
4174,Prisons (Solitary Confinement) (Amendment) Bill 2016,95,2016,https://www.oireachtas.ie/en/bills/bill/2016/95/
4175,Health Insurance (Amendment) Act 2016,94,2016,https://www.oireachtas.ie/en/bills/bill/2016/94/
4176,Prohibition of Hydraulic Fracturing (Extraction of Hydrocarbon) Bill 2016,93,2016,https://www.oireachtas.ie/en/bills/bill/2016/93/
4177,Planning and Development (Housing) and Residential Tenancies Act  2016,92,2016,https://www.oireachtas.ie/en/bills/bill/2016/92/
4178,Social Welfare Act  2016,91,2016,https://www.oireachtas.ie/en/bills/bill/2016/91/
4179,Knowledge Development Box (Certification of Inventions) Act  2017,90,2016,https://www.oireachtas.ie/en/bills/bill/2016/90/
4180,Health (Amendment) (Professional Home Care) Bill 2016,89,2016,https://www.oireachtas.ie/en/bills/bill/2016/89/
4181,Local Government Reform (Amendment) (Directly Elected Mayor of Dublin) Bill 2016,88,2016,https://www.oireachtas.ie/en/bills/bill/2016/88/
4182,Micro-plastic and Micro-bead Pollution Prevention Bill 2016,87,2016,https://www.oireachtas.ie/en/bills/bill/2016/87/
4183,Courts Act  2016,86,2016,https://www.oireachtas.ie/en/bills/bill/2016/86/
4184,Thirty-Fifth Amendment of the Constitution (Neutrality) Bill 2016,85,2016,https://www.oireachtas.ie/en/bills/bill/2016/85/
4185,Health and Social Care Professionals (Amendment) Bill 2016,84,2016,https://www.oireachtas.ie/en/bills/bill/2016/84/
4186,Finance Act  2016,83,2016,https://www.oireachtas.ie/en/bills/bill/2016/83/
4187,Judicial Appointments Commission Bill 2016,82,2016,https://www.oireachtas.ie/en/bills/bill/2016/82/
4188,Rent Certainty (No. 2) Bill 2016,81,2016,https://www.oireachtas.ie/en/bills/bill/2016/81/
4189,Protection of Employment (Uncertain Hours) Bill 2016,80,2016,https://www.oireachtas.ie/en/bills/bill/2016/80/
4190,Companies (Accounting) Act  2017,79,2016,https://www.oireachtas.ie/en/bills/bill/2016/79/
4191,Irish Sign Language Act  2017,78,2016,https://www.oireachtas.ie/en/bills/bill/2016/78/
4192,Wildlife (Amendment) Bill 2016,77,2016,https://www.oireachtas.ie/en/bills/bill/2016/77/
4193,Cannabis for Medicinal Use Regulation Bill 2016,76,2016,https://www.oireachtas.ie/en/bills/bill/2016/76/
4194,Criminal Justice (Aggravation by Prejudice) Bill 2016,75,2016,https://www.oireachtas.ie/en/bills/bill/2016/75/
4195,Criminal Justice (Suspended Sentences of Imprisonment) Act  2017,74,2016,https://www.oireachtas.ie/en/bills/bill/2016/74/
4196,Protection of Cultural Property in the Event of Armed Conflict (Hague Convention) Act  2017,73,2016,https://www.oireachtas.ie/en/bills/bill/2016/73/
4197,Coroners (Amendment) Bill 2016,72,2016,https://www.oireachtas.ie/en/bills/bill/2016/72/
4198,Planning and Development (Amendment) (No. 2) Bill 2016,71,2016,https://www.oireachtas.ie/en/bills/bill/2016/71/
4199,Equal Participation in Schools Bill 2016,70,2016,https://www.oireachtas.ie/en/bills/bill/2016/70/
4200,Wind Turbine Regulation Bill 2016,69,2016,https://www.oireachtas.ie/en/bills/bill/2016/69/
4201,Broadcasting (Amendment) Bill 2016,68,2016,https://www.oireachtas.ie/en/bills/bill/2016/68/
4202,Civil Law (Presumption of Death) Act 2019,67,2016,https://www.oireachtas.ie/en/bills/bill/2016/67/
4203,Social Housing Bill 2016,66,2016,https://www.oireachtas.ie/en/bills/bill/2016/66/
4204,Nursing Home Support Scheme (Amendment) Bill 2016,65,2016,https://www.oireachtas.ie/en/bills/bill/2016/65/
4205,Corporate Manslaughter (No. 2) Bill 2016,64,2016,https://www.oireachtas.ie/en/bills/bill/2016/64/
4206,Electoral (Amendment) (Voting at 16) Bill 2016,63,2016,https://www.oireachtas.ie/en/bills/bill/2016/63/
4207,National Anthem (Protection of Copyright and Related Rights) (Amendment) (No. 2) Bill 2016,62,2016,https://www.oireachtas.ie/en/bills/bill/2016/62/
4208,Thirty-fifth Amendment of the Constitution (Public Ownership of Certain Assets) Bill 2016,61,2016,https://www.oireachtas.ie/en/bills/bill/2016/61/
4209,Health (Amendment) Act  2016,60,2016,https://www.oireachtas.ie/en/bills/bill/2016/60/
4210,Electoral (Amendment) Act  2016,59,2016,https://www.oireachtas.ie/en/bills/bill/2016/59/
4211,Education (Admission to Schools) Act 2018,58,2016,https://www.oireachtas.ie/en/bills/bill/2016/58/
4212,Thirty-eighth Amendment of the Constitution (Dissolution of Marriage) Act 2019,57,2016,https://www.oireachtas.ie/en/bills/bill/2016/57/
4213,Thirty-fifth Amendment of the Constitution (Repeal of the Eighth Amendment) Bill 2016,56,2016,https://www.oireachtas.ie/en/bills/bill/2016/56/
4214,Housing (Sale of Local Authority Housing) Bill 2016,55,2016,https://www.oireachtas.ie/en/bills/bill/2016/55/
4215,Au Pair Placement Bill 2016,54,2016,https://www.oireachtas.ie/en/bills/bill/2016/54/
4216,Commission of Investigation (Irish Bank Resolution Corporation) Act  2016,53,2016,https://www.oireachtas.ie/en/bills/bill/2016/53/
4217,Proceeds of Crime (Amendment) Act  2016,52,2016,https://www.oireachtas.ie/en/bills/bill/2016/52/
4218,Garda Síochána (Appointment of Senior Officers) Bill 2016,51,2016,https://www.oireachtas.ie/en/bills/bill/2016/51/
4219,Registration of Wills Bill 2016,50,2016,https://www.oireachtas.ie/en/bills/bill/2016/50/
4220,Immigration (Reform) (Regularisation of Residency Status) Bill 2016,49,2016,https://www.oireachtas.ie/en/bills/bill/2016/49/
4221,Equal Status (Admission to Schools) Bill 2016,48,2016,https://www.oireachtas.ie/en/bills/bill/2016/48/
4222,Industrial Relations (Right to Access) (Amendment) Bill 2016,47,2016,https://www.oireachtas.ie/en/bills/bill/2016/47/
4223,Thirty-fifth Amendment of the Constitution (Common Ownership of Water Resources) Bill 2016,46,2016,https://www.oireachtas.ie/en/bills/bill/2016/46/
4224,Public Holidays (Lá na Poblachta) Bill 2016,45,2016,https://www.oireachtas.ie/en/bills/bill/2016/45/
4225,Misuse of Drugs (Amendment) Act  2016,44,2016,https://www.oireachtas.ie/en/bills/bill/2016/44/
4226,Paternity Leave and Benefit Act  2016,43,2016,https://www.oireachtas.ie/en/bills/bill/2016/43/
4227,Water Services (Amendment) Act  2016,42,2016,https://www.oireachtas.ie/en/bills/bill/2016/42/
4228,Seanad Bill 2016,41,2016,https://www.oireachtas.ie/en/bills/bill/2016/41/
4229,Companies (Amendment) Bill 2016,40,2016,https://www.oireachtas.ie/en/bills/bill/2016/40/
4230,Banded Hours Contract Bill 2016,39,2016,https://www.oireachtas.ie/en/bills/bill/2016/39/
4231,Equal Status (Equality Proofing) (Amendment) Bill 2016,38,2016,https://www.oireachtas.ie/en/bills/bill/2016/38/
4232,Petroleum and Other Minerals Development (Prohibition of Onshore Hydraulic Fracturing) Act  2017,37,2016,https://www.oireachtas.ie/en/bills/bill/2016/37/
4233,Petroleum and Other Minerals Development (Amendment) Bill 2016,36,2016,https://www.oireachtas.ie/en/bills/bill/2016/36/
4234,Rent Certainty Bill 2016,35,2016,https://www.oireachtas.ie/en/bills/bill/2016/35/
4235,Health (Pricing and Supply of Medical Goods) (Amendment) Bill 2016,34,2016,https://www.oireachtas.ie/en/bills/bill/2016/34/
4236,Corporate Manslaughter Bill 2016,33,2016,https://www.oireachtas.ie/en/bills/bill/2016/33/
4237,Thirty-fifth Amendment of the Constitution (Right to a Home) Bill 2016,32,2016,https://www.oireachtas.ie/en/bills/bill/2016/32/
4238,Thirty-fifth Amendment of the Constitution (Water in Public Ownership) (No. 2) Bill 2016,31,2016,https://www.oireachtas.ie/en/bills/bill/2016/31/
4239,Electoral (Amendment) Bill 2016,30,2016,https://www.oireachtas.ie/en/bills/bill/2016/30/
4240,Parole Act 2019,29,2016,https://www.oireachtas.ie/en/bills/bill/2016/29/
4241,Statistics (1916 Rising Centenary) Bill 2016,28,2016,https://www.oireachtas.ie/en/bills/bill/2016/28/
4242,"Thirty-fifth Amendment of the Constitution (Economic, Social and Cultural Rights) Bill 2016",27,2016,https://www.oireachtas.ie/en/bills/bill/2016/27/
4243,Thirty-fifth Amendment of the Constitution (Water in Public Ownership) Bill 2016,26,2016,https://www.oireachtas.ie/en/bills/bill/2016/26/
4244,Central Bank (Supervision and Enforcement) (Amendment) Bill 2016,25,2016,https://www.oireachtas.ie/en/bills/bill/2016/25/
4245,Central Bank (Variable Rate Mortgages) Bill 2016,24,2016,https://www.oireachtas.ie/en/bills/bill/2016/24/
4246,Adoption (Amendment) Act  2017,23,2016,https://www.oireachtas.ie/en/bills/bill/2016/23/
4247,Local Government (Amendment) (No. 2) Bill 2016,22,2016,https://www.oireachtas.ie/en/bills/bill/2016/22/
4248,Bail (Amendment) Bill 2017,56,017/,https://www.oireachtas.ie/en/bills/bill/2017/156/
4249,Microgeneration Support Scheme Bill 2017,55,017/,https://www.oireachtas.ie/en/bills/bill/2017/155/
4250,Living Cities Bill 2017,54,017/,https://www.oireachtas.ie/en/bills/bill/2017/154/
4251,Childcare Support Act 2018,53,017/,https://www.oireachtas.ie/en/bills/bill/2017/153/
4252,Courts Service (Amendment) Bill 2017,52,017/,https://www.oireachtas.ie/en/bills/bill/2017/152/
4253,Comptroller and Auditor General (Amendment) Bill 2017,51,017/,https://www.oireachtas.ie/en/bills/bill/2017/151/
4254,Online Advertising and Social Media (Transparency) Bill 2017,50,017/,https://www.oireachtas.ie/en/bills/bill/2017/150/
4255,Social Welfare (Miscellaneous Provisions) (Amendment) Bill 2017,49,017/,https://www.oireachtas.ie/en/bills/bill/2017/149/
4256,Harbours (Amendment) Bill 2017,48,017/,https://www.oireachtas.ie/en/bills/bill/2017/148/
4257,Employment (Miscellaneous Provisions) Act 2018,47,017/,https://www.oireachtas.ie/en/bills/bill/2017/147/
4258,Appropriation Act  2017,46,017/,https://www.oireachtas.ie/en/bills/bill/2017/146/
4259,Planning and Development (Amendment) (Short Term Lettings) Bill 2017,45,017/,https://www.oireachtas.ie/en/bills/bill/2017/145/
4260,Digital Safety Commissioner Bill 2017,44,017/,https://www.oireachtas.ie/en/bills/bill/2017/144/
4261,Consumer Protection (Amendment) Bill 2017,43,017/,https://www.oireachtas.ie/en/bills/bill/2017/143/
